ImgId,title,description,categories
B00004U8RJ,Canon BC-32E Photo InkJet Cartridge,"Canon is a world leader in printing technology. Numerous technical innovations from Canon offer true, professional-quality printing results on a wide variety of specialty photo papers and on plain paper, too. High-intensity inks ensure rich, high-contrast images with vivid colors and razor-sharp black text, so you'll enjoy better looking documents, web pages, and photos. Canon's desktop, mobile, multifunction, and photo printers are designed to deliver high-quality text and photo-realistic prints at fast speeds without compromising clarity and fidelity. For your Canon printer, always choose genuine Canon inks coupled with Canon Photo Papers to ensure long-lasting satisfaction.",Electronics
B000W9SG7I,Kelty K.I.D.S. Tote Diaper Bag,This stylish and well designed Tote Diaper Bag includes a padded shoulder strap and plenty of pockets to keep you organized.,Baby Products
B0007R6QU4,The Art Of Writing Traveler's Writing Chest,"This makes a great gift for the person who enjoys the written word. In the times old and young ladies were supposed to fill journals with elegant prose, skilled drawings and watercolors. One tutor was for the arts, the other one to patch up the boys' math and Latin. This set is compact and full of neat items.","Arts, Crafts & Sewing"
B0002D0C1C,Martin MSP 4050 SP Phosphor Bronze Custom Light Acoustic Guitar Strings,"Martin MSP4050 SP Phosphor Bronze Custom Light Acoustic Guitar Strings are made from 92/8 composition to give brilliance, clarity, and longevity of sound. The phosphor bronze winding alloy is ideally suited for making strings that have deep, rich basses and clear, bright trebles. Martin strings are high-quality strings designed for daily use. Core and wrap wires must meet strict requirements to make the grade. Martin acoustic guitar strings are wound to precise specifications.",Musical Instruments
B00000J3IO,Iomega 10599 Jaz 2 GB Disk PC Formatted (1-Pack) (Discontinued by Manufacturer),Springtime or anytime - get all those files off your hard drive and onto Jaz disks. With 2GB Jaz disks you will have enough space to organize and archive your entire hard drive. You spring clean the computer and let your spouse clean out the garage.,Electronics
B000UW20TW,"Broan 433604 Under Cabinet 36-Inch Range Hood, Stainless Steel","Since 1932, Broan-NuTone LLC has led the industry with forward-thinking residential ventilation products, unsurpassed built-in convenience products and superior customer service. While global expertise plays a critical role in Broan-NuTone's ability to being able to meet and exceed the needs and desires of homeowners and designers alike, Broan-NuTone is very proud of the fact that over 80 percent of their products sold in the United States are designed, engineered and manufactured in the United States with U.S. and imported parts. Manufacturing operations in the United States are located in Hartford, Wisconsin and Cleburne, Texas, with customer and technical services located in Hartford and in Cincinnati, Ohio. Broan-NuTone is committed to developing revolutionary products that improve the indoor environment as well as implementing procedures to preserve the outdoor environment. Broan-NuTone offers a wide selection of products that help meet the requirements of all three major green building programs: ENERGY STAR, U.S. Green Building Council's (USGBC) Leadership in Energy and Environmental Design (LEED) for Homes, and the National Association of Home Builder's (NAHB) Model Green Home Building Guidelines. Broan-NuTone's inspiring heritage provides the foundation for its three award-winning, global brands - Broan, NuTone and BEST. Broan is the industry leader of range hoods, ventilation fans, heater/fan/light combination units, Indoor Air Quality (IAQ) Fresh Air Systems, built-in heaters, whole-house fans, solar powered attic ventilators and trash compactors. NuTone holds major market positions in door chimes, central vacuum systems, stereo intercom systems, home theater speakers, medicine cabinets, ironing centers, ceiling fans and ventilation fans. BEST range hoods are the ""Ultimate in Kitchen Ventilation"" featuring state-of-the-art performance and Italian design.",Appliances
B000FNKHEQ,samsonite currency converter,"Samsonite Currency Converter Calculator

This currency converter from Samsonite allows you to be financially savvy around the globe. Jump back and forth from one currency to another with this converter that fits right in your palm. Push-button programming sets and re-sets currency-to-currency calculations.",All Electronics
B0000XOG0M,Caldrea Stain Remover-Sweet Pea-16oz,"The subtle fragrance of Sweet Pea, one of the loveliest and earliest flowering spring vegetables, is now available&nbsp;for removing the stains of wee ones. Mild, yet highly effective, against all types of organic stains, our Sweet Pea Stain Remover is uniquely formulated for babies and children. Contains gentle, yet powerful, plant-derived surfactants, and essential oils of Geranium, Orange, Jasmine, Coriander, Rose and Bergamot.Not tested on animals.Please recycle all packaging.Contains plant-derived, biodegradable ingredients.Questions? 877-576-8808",Health & Personal Care
B0002F52AQ,"Vic Firth Signature Series -- Terry Bozzio, Phase 1","Long and thin for speed and resonse. Helmet shaped tip provides boldness on toms, brilliance on cymbals.  Length: 16 1/4 Diameter: .550",Musical Instruments
1554841550,Elvis Smarts Game,"A fabulously fun way to learn about the King, Elvis Presley. Written by experts and designed to teach, this question and answer game covers 4 topics, Legend and Legacy, Music and Magic, On the Silver Screen and On The Road. Also comes with a 12 pages Elvis tip guide and scorepad in a sturdy flip top box measuring 4.75"" x 6.8"" x 1.25"". By Smartsco, ""Who knew learning could be so much fun.""",Toys & Games
B000GPAYWI,"Dritz 8920 Drapery Lead Square Covered Weights, 1-Inch, 4-Pack",This drapery lead square covered weights are perfect to use in apparel or home decor projects. Drapery lead covered weights feature a sewing tab and can be used to minimize flaring at hems and side seams of drapes and curtains. Hand tack to the inside of hems. washable and dry cleanable. Comes in 4 lead weights per pack. Drapery weight measures 1-Inch width.,"Arts, Crafts & Sewing"
B0000530GT,"Aussie Instant Freeze Hair Spray, Maximum Hold, 8 fl oz (236 ml)","Stop! Hold it right there! Our fast-drying, super-hold, style-freezing spray arrests your style. Whoa, Nelly! (Your hairs name is Nelly right?) Take the reins and put a super-hold on your magnificent mane. Instant Freeze accented with Wild Cherry Barle puts control on your style and turns hair woes into hair whoas! Contains natural Australian Wild Cherry Bark. Made in USA of US and/or imported ingredients.",Beauty
B00014DV60,Meal N Herbs Exfoliating Bath Bar Aubrey Organics 3.6 oz. Bar,Meal N Herbs Exfoliating Bath Bar by Aubrey Organics 3.6 oz. Bar Meal Herbs Exfoliating Bath Bar 4oz Gentle bar leaves skin fresh and silky-smooth. Mild exfoliants help clear away dead skin cells while herbal emollients restore your skin's natural moisture balance. FEATURES BENEFITS Almond Meal Kaolin Clay Gently exfoliate to promote skin cell turnover Shea Butter Rich humectant smoothes moisturizes INGREDIENTS Sodium palmate sodium palm kernelate aqua olea europaea (olive) kernel extract mentha viridis (spearmint) leaf extract butyrospermum parkii (shea butter) glycerin prunus amygdalus dulcis (sweet almond) seed meal palm acid kaolin prunus amygdalus amara (bitter almond) oil sodium chloride palm kernel acid.,Beauty
8663509308,EPLAYCAM Micro DV Camera,"Solution:	SunplusFunction:	Video Audio&#x3001;Take photoSensor:	OV0308Output file format:	video&#xFF08;AVI)	720*480 30fps	50MB/min	1G/30minAudio record:	Built in Microphone/loudspeakerExternal memory:	Support Micro SD card: From 2GB to 16GBInterface:	USB2.0Battery:	Built-in rechargeable battery  3.7V&#xFF0C;280mAhBattery life	: 60 minutes aroundCharging:	USB 3hCertification:	CE; FCCAccessories:	1 x Black Mini DV (no built-in memory), 1 x USB Cable, 1 x user manual, 1 x giftbox",Toys & Games
B0036W3Z42,Maxi-Peel Facial Cleanser,"Maxi-Peel Facial Cleanser (135ml) 

    * DEEP CLEANSING: Cleans and lifts away deep-seated dirt.
    * ANTI-ACNE: Helps dry up pimples & acne and remove blemishes, blackheads and whiteheads.
    * SMOOTHENING: Removes dead skin cells.
    * FAST WHITENING: Whiter skin in 2 weeks!
    * VITAMIN-ENRICHED: Nourishes skin with Vitamins B3, B5, B6, C and E.
    * LONG-LASTING COOLING EFFECT: Leaves a fresh cool after-feel.
    * DERMATOLOGIST-TESTED",All Beauty
B0000D9MSD,Artisan Raw-Milk Manchego 1 Year by Dehesa (8 ounce) by igourmet,"A genuine cheese from the La Mancha region, this artisan Manchego originates on small Spanish hillsides where La Mancha sheep graze. The small-scale, artisan production of this Manchego by Dehesa de los Llanos yields an exquisite cheese that is hand-formed, wrapped, and salted over a 24 hour period. Dry cured for one year in an eighteenth-century cave, this Manchego has a robust flavor reminiscent of the Mancha countryside. Enjoy it as the locals do - served before the meal, topped with a spot of membrillo (Spanish quince paste). Also lovely when dipped in honey.Made from unpasteurized sheep's milk.Photo depicts whole 7 lb. form of cheese.We cut and wrap this item by the 1/2 pound.WORLD CHEESE AWARDS 2007: GOLD MEDALWORLD CHAMPIONSHIP CHEESE CONTEST 2008: GOLD MEDALWORLD CHAMPIONSHIP CHEESE CONTEST 2012: GOLD MEDALPlease contact us if you would like to purchase the whole form.",Grocery & Gourmet Food
B0002CZUTM,"Epiphone ENL2VSCH4 Solid-Body Electric Guitar, Vintage Sunburst","The Les Paul Express gives you the classic Les Paul style in a smaller package. It""s great for young players or for travel. With a Mahogany body with a bolt-on hard Maple neck, this guitar holds no punches.",Musical Instruments
B0000225YH,Freud 99-513 2+2 Raised Panel Bit,"Designed for the serious woodworker, the Freud 99-513 Quadra-Cut - 2-3/4 Inch Dia. Ogee Profile Raised Panel 3/4-Inch Stock Router Bit - 1/2-Inch Shank features a non-stick Perma-Shield coating and Freud's patented Quadra-Cut design for a smoother finish that requires no rework. Quadra-Cut employs four cutting blades, rather than the industry standard of two, allowing you to create raised panels for doors and paneling and produce decorative tops, plaques, and molding. Because it's constructed with Freud's exclusive TiCo Hi-Density Carbide MicroGrain material, this durable router bit is designed to last..caption {font-family: Verdana, Helvetica neue, Arial, serif;font-size: 10px;font-weight: bold;font-style: italic;}ul.indent {list-style: inside disc;text-indent: 20px;}table.callout {font-family: Verdana, Helvetica, Arial, serif;margin: 10px;width: 250;}td.callout3-c26 {height: 100 percent;background: url('http://g-ecx.images-amazon.com/images/G/01/th/content_26/Q1_2009/c26-callout3.png') repeat-y;border-left: 0px solid #999999;border-right: 1px solid #999999;padding: 10px;width: 250px;}ul.callout {list-style: inside disc;text-indent: -12px;font-size: 12px;line-height: 1.5em;}h5.callout {text-align: center;}img.withlink {border:1px black solid;}a.nodecoration {text-decoration: none}Quadra-Cut delivers quick, clean results.View larger.This bit creates attractive raised paneling and decorative molding.Different setups let you achieve multiple profiles.View larger.Quadra-Cut Design for a Consistently Clean FinishThe exclusive Quadra-Cut design uses four cutters for a flawless finish. This innovative cutter design works by utilizing two of the cutters for an upward cutting action, while the other two cutters simultaneously cut downward. The result is an amazingly smooth finish that requires no rework.Produce Smooth Paneling and Decorative MoldingUse the 99-513 Raised Panel Router Bit on any table-mounted portable router that accepts a 1/2-inch shank for creating professional-quality raised panels on doors and paneling, as well as decorative tops, plaques, and molding. The resulting panels will exhibit a glassy smoothness, even when you're tackling cross-grain applications.The 99-513 features a 5/8-inch carbide height that easily accommodates stock measuring 3/4 inches.Durable Design with Protective Coating to Resist Heat and CorrosionFreud equips all of their router bits with their exclusive TiCo Hi-Density MicroGrain carbide for maximum durability and cutting life. In addition, Freud shields their bits from heat, rust, corrosion and wear by coating all of their Quadra-Cut Router Bits with their exclusive non-stick, red Perma-SHIELD coating.The 99-513 Raised Panel Router Bit is 2-1/2 inches long with a 1/2-inch shank, an overall diameter of 2-3/4 inches, and a large radius of 7/16 inches. Freud cutting tools are backed by the Freud Limited Lifetime Cutting Tool Warranty to ensure customer satisfaction with every purchase.About Freud: A History of Innovative ManufacturingAn industry leader for more than 50 years, Freud America, Inc. is a manufacturer and marketer of superior carbide cutting tools for the woodworking industry. Freud is the only manufacturer of woodworking tools in the world that produces its own MicroGrain Carbide with Titanium, called TiCo, a high-density combination of Titanium and Cobalt.By producing their own carbide, Freud has the unique ability to formulate each tool for each specific application, thereby maximizing the cutting life and performance of the tool. Freud's full line of high-quality woodworking tools includes saw blades, router bits, shaper cutters, power tools, and more. For more information, visit www.freudtools.com or contact customer service at phone: 800-472-7307.What's in the BoxFreud 99-513 Quadra-Cut - 2-3/4 Inch Dia. Ogee Profile Raised Panel 3/4-Inch Stock Router Bit - 1/2-Inch Shank",Tools & Home Improvement
